,page_num,binomial,country,general_loc,specific_loc
15,323.0,Hyacinthus orientalis,L.,Mm.,Cèdres de Barouk
16,323.0,Hyacinthus orientalis,L.,Mm.,'Aïn Zhalta
17,323.0,Hyacinthus orientalis,L.,Mm.,Mejdel Tarchiche
18,323.0,Hyacinthus orientalis,L.,Mm.,Jab. Barouk
19,323.0,Hyacinthus orientalis,L.,Met.,Zahlé
20,323.0,Hyacinthus orientalis,L.,Sy.,Baalbeck
21,323.0,Hyacinthus orientalis,S.,Mi.,Hosn Sleiman
22,323.0,Hyacinthus orientalis,S.,Ct.,Vers Lattaquié
23,323.0,Hyacinthus orientalis,S.,Sy.,Mhanbel-Eriha
24,323.0,Hyacinthus orientalis,S.,NLatt.,Kessab
25,323.0,Hyacinthus orientalis,S.,NLatt.,Kizil-Dagh
0,324.0,Hyacinthella nervosa,S.,Sy.,Alep
1,324.0,Hyacinthella nervosa,S.,Sy.,Menbij
2,324.0,Hyacinthella nervosa,S.,Sy.,. N. de Menbij
3,324.0,Hyacinthella nervosa,S.,Sy.,. N. de Qara
4,324.0,Hyacinthella nervosa,S.,St.,Jab. Bilas
0,325.0,nusairiensis,L.,Ct.,Saïda
1,325.0,nusairiensis,L.,Ct.,Khaldé
2,325.0,nusairiensis,L.,Ct.,Beyrouth
3,325.0,nusairiensis,L.,Ct.,Nahr-el-Kelb
4,325.0,nusairiensis,L.,Ct.,Tripoli
5,325.0,nusairiensis,L.,Mi.,'Abey
6,325.0,nusairiensis,L.,Mi.,'Asfouriyé
7,325.0,nusairiensis,L.,Mi.,'Antoura
8,325.0,nusairiensis,S.,Mi.,Chmaïssé
9,325.0,nusairiensis,S.,NLatt.,10 km. au nord de Lattaquié
10,325.0,nusairiensis,S.,Mm.,Slenfé
11,325.0,nusairiensis,S.,Mm.,col de Jaoubat Bourghal
12,325.0,nusairiensis,S.,Sy.,Marais du Ghab
13,325.0,nusairiensis,S.,Sy.,Ouroum-es-Soughra
14,325.0,nusairiensis,S.,Sy.,Homs- Hama
15,325.0,nusairiensis,S.,Sud.,Hammé
0,325.0,Bellevalia macrobotrys,L.,Sud.,Saïda
1,325.0,Bellevalia macrobotrys,L.,Sud.,Nabatiyé
2,325.0,Bellevalia macrobotrys,L.,Sud.,ﬁarada
3,325.0,Bellevalia macrobotrys,L.,Sud.,Khirbé
4,325.0,Bellevalia macrobotrys,L.,'Akkar.,Khouachra
5,325.0,Bellevalia macrobotrys,L.,Met.,Ta'naïl
6,325.0,Bellevalia macrobotrys,L.,Met.,Mou'allaqa
7,325.0,Bellevalia macrobotrys,L.,Met.,Rayak
8,325.0,Bellevalia macrobotrys,L.,Met.,Chtaura
9,325.0,Bellevalia macrobotrys,L.,Mi.,Neba' Barouk
10,325.0,Bellevalia macrobotrys,S.,Mi.,Safita-Tartous
11,325.0,Bellevalia macrobotrys,S.,Mi.,Laqbé
12,325.0,Bellevalia macrobotrys,S.,Mi.,
13,325.0,Bellevalia macrobotrys,S.,Sy.,Homs
14,325.0,Bellevalia macrobotrys,S.,Sy.,Alep
15,325.0,Bellevalia macrobotrys,S.,Sy.,Selkine à Idlib
16,325.0,Bellevalia macrobotrys,S.,Sy.,Idlib à Armenaz
17,325.0,Bellevalia macrobotrys,S.,A.L.,Ouadi-el-Q
18,325.0,Bellevalia macrobotrys,S.,A.L.,arn
19,325.0,Bellevalia macrobotrys,S.,Haur.,Deir Khabiyé
20,325.0,Bellevalia macrobotrys,S.,J.D.,Chahba
0,325.0,Bellevalia longipes,L.,Met.,Ta'naïl
1,325.0,Bellevalia longipes,L.,Met.,Barr Elias
2,325.0,Bellevalia longipes,L.,Met.,Masna'a
3,325.0,Bellevalia longipes,S.,Ct.,Hamidiyé
4,325.0,Bellevalia longipes,S.,Mi.,Hosn Sleiman
5,325.0,Bellevalia longipes,S.,Sy.,Alep
6,325.0,Bellevalia longipes,S.,Sy.,Oumm-el-'Amid
7,325.0,Bellevalia longipes,S.,Sy.,Hama
8,325.0,Bellevalia longipes,S.,A.L.,Ouadi-el-Q.arn
9,325.0,Bellevalia longipes,S.,Dam.,W. de Kissoué
10,325.0,Bellevalia longipes,S.,Haut.,Sanamein
11,325.0,Bellevalia longipes,S.,Haut.,. Ezra'a
12,325.0,Bellevalia longipes,S.,J.D.,Soueida
13,325.0,Bellevalia longipes,S.,J.D.,Kafer
14,325.0,Bellevalia longipes,S.,Sud.,Khisfine
15,325.0,Bellevalia longipes,S.,Sud.,Hammé
16,325.0,Bellevalia longipes,S.,H.J.,Qamechliyé
17,325.0,Bellevalia longipes,S.,H.J.,Sud de Deirik
18,325.0,Bellevalia longipes,S.,St.,Q.aryatein
0,326.0,Bellevalia ciliata,S.,Sy.,Alep
1,326.0,Bellevalia ciliata,S.,Sy.,Deir Jemal
2,326.0,Bellevalia ciliata,S.,Sy.,Sud d'Alep
3,326.0,Bellevalia ciliata,S.,Sy.,entre Ouroum-es- Soughra et Terib
4,326.0,Bellevalia ciliata,S.,Sy.,Teledjin à Abou Douhour
5,326.0,Bellevalia ciliata,S.,Dam.,'Adra
6,326.0,Bellevalia ciliata,S.,Sud.,S. de Dera'a
7,326.0,Bellevalia ciliata,S.,St.,Meskène
8,326.0,Bellevalia ciliata,S.,St.,Est de Sélémiyé
9,326.0,Bellevalia ciliata,S.,St.,Jabal Dibsi
10,326.0,Bellevalia ciliata,S.,St.,Soukhné à Deir-ez-Zor
11,326.0,Bellevalia ciliata,S.,St.,Qaryatein
12,326.0,Bellevalia ciliata,S.,St.,Qaryatein à 'Aïn-el-Oua'l
13,326.0,Bellevalia ciliata,S.,St.,Palmyre
0,327.0,Bellevalia palmyrensis,S.,St.,Palmyre
1,327.0,Bellevalia palmyrensis,S.,St.,10 km. N. de Palmyre
2,327.0,Bellevalia palmyrensis,S.,Dam.,Damas
0,327.0,Bellevalia hermonis,L.,Herm.,Pentes de l'Hermon
1,327.0,Bellevalia hermonis,L.,Herm.,au-dessus de Rachaya
2,327.0,Bellevalia hermonis,L.,Herm.,récolte princeps
3,327.0,Bellevalia hermonis,L.,Herm.,
4,327.0,Bellevalia hermonis,L.,Mm.,Cèdres de Ma'asser
5,327.0,Bellevalia hermonis,S.,NO ITALICS,"S. A.L. Jabal Abou-1-Haoua, mai 1953 vers 2000 m. (Mt. et Pb)."
0,328.0,Bellevalia densiflora,S.,NLatt.,'Aïn Haramiyé
1,328.0,Bellevalia densiflora,S.,NLatt.,Kessab
2,328.0,Bellevalia densiflora,S.,Sy.,Hailane près Alep
3,328.0,Bellevalia densiflora,S.,St.,Palmyre-Homs
4,328.0,Bellevalia densiflora,S.,Dam.,Mayssaloun
5,328.0,Bellevalia densiflora,S.,WHoms.,Homs-Hadidi
6,328.0,Bellevalia densiflora,S.,WHoms.,Khirbet-et-Tine
7,328.0,Bellevalia densiflora,S.,Haur.,Sanamein
8,328.0,Bellevalia densiflora,S.,J.D.,El-Krès près Salkhad
0,328.0,Bellevalia nivalis,L.,Met.,'Ammiq
1,328.0,Bellevalia nivalis,L.,Met.,Ta'naïl
2,328.0,Bellevalia nivalis,S.,A.L.,Manchoura
3,328.0,Bellevalia nivalis,S.,A.L.,Jabal Abou-1-Haoua
4,328.0,Bellevalia nivalis,S.,A.L.,Jab. Chekif
5,328.0,Bellevalia nivalis,S.,A.L.,. Au-dessus de Bloudane
6,328.0,Bellevalia nivalis,S.,A.L.,. Ouadi-el-Qarn
0,328.0,Bellevalia flexuosa,L.,Ct.,Saïda
1,328.0,Bellevalia flexuosa,L.,Ct.,Saïda à Joun
2,328.0,Bellevalia flexuosa,L.,Ct.,Beyrouth
3,328.0,Bellevalia flexuosa,L.,Ct.,Tripoli
4,328.0,Bellevalia flexuosa,L.,Ct.,Khaldé
5,328.0,Bellevalia flexuosa,L.,Mi.,Ba'abda
6,328.0,Bellevalia flexuosa,L.,Mi.,Qrayé
7,328.0,Bellevalia flexuosa,L.,Mi.,Bchéla
8,328.0,Bellevalia flexuosa,L.,Mi.,vers Chahtoul
9,328.0,Bellevalia flexuosa,L.,Mi.,Douma
10,328.0,Bellevalia flexuosa,L.,Mi.,Beskinta
11,328.0,Bellevalia flexuosa,L.,Mm.,'Aïn Zehalta
12,328.0,Bellevalia flexuosa,L.,Mm.,Sofar
13,328.0,Bellevalia flexuosa,L.,Mm.,Mdeireje
14,328.0,Bellevalia flexuosa,L.,Mm.,Dahr-el-Baidar
15,328.0,Bellevalia flexuosa,L.,Mm.,Ehmej
16,328.0,Bellevalia flexuosa,L.,Mm.,Laqlouq
17,328.0,Bellevalia flexuosa,L.,Mm.,Cèdres de Ma'asser
18,328.0,Bellevalia flexuosa,L.,Mm.,Afqa
19,328.0,Bellevalia flexuosa,L.,Mm.,Khan Sannine
20,328.0,Bellevalia flexuosa,L.,Mm.,Sannine
21,328.0,Bellevalia flexuosa,L.,Mm.,Hadchite
22,328.0,Bellevalia flexuosa,L.,Mm.,Cèdres
23,328.0,Bellevalia flexuosa,L.,Mm.,Jourd Hadeth
24,328.0,Bellevalia flexuosa,L.,Mm.,Ehden
25,328.0,Bellevalia flexuosa,L.,Mm.,'Aïn Souccar vers Sir
26,328.0,Bellevalia flexuosa,L.,Mm.,Faraya
27,328.0,Bellevalia flexuosa,L.,Ve.,Mreijatte
28,328.0,Bellevalia flexuosa,L.,Met.,Zahlé
29,328.0,Bellevalia flexuosa,L.,Herm.,Kfar Zeit
30,328.0,Bellevalia flexuosa,S.,Ct.,Hamidiyé
31,328.0,Bellevalia flexuosa,S.,A.L.,Jab. Qalamoun
32,328.0,Bellevalia flexuosa,S.,Dam.,Route de Qneitra
33,328.0,Bellevalia flexuosa,S.,Dam.,Mezzé
34,328.0,Bellevalia flexuosa,S.,Sud.,Khisfine
35,328.0,Bellevalia flexuosa,S.,Sud.,Hammé
36,328.0,Bellevalia flexuosa,S.,Mm.,Slenfé
0,329.0,Bellevalia Mosheovii,S.,H.J.,83 km. S. de Hassetché
1,329.0,Bellevalia Mosheovii,S.,St.,135 km. E. de Damas
2,329.0,Bellevalia Mosheovii,S.,St.,. 15 km. NW. de 'Aïn Beida
3,329.0,Bellevalia Mosheovii,S.,St.,T 2 à Abou Kémal
4,329.0,Bellevalia Mosheovii,S.,St.,Jabal-et-Tenf
5,329.0,Bellevalia Mosheovii,S.,St.,Doura-Europos
0,330.0,Muscari dinsmorei,S.,H.J.,Plaine à 36 km. Est de Tell Abiad
1,330.0,Muscari dinsmorei,S.,H.J.,leg. DINSMORE
2,330.0,Muscari dinsmorei,S.,H.J.,16 avril 1939
3,330.0,Muscari dinsmorei,S.,H.J.,n. 14.665
4,330.0,Muscari dinsmorei,S.,H.J.,Herbier de Stockholm. Région de Tell Kotchek
5,330.0,Muscari dinsmorei,S.,H.J.,avril ou mai 1937
6,330.0,Muscari dinsmorei,S.,H.J.,leg. WETZEL
7,330.0,Muscari dinsmorei,S.,H.J.,Herbier Mouterde
0,330.0,Muscari pinardi,L.,Ct.,Vers Saïda
1,330.0,Muscari pinardi,L.,Ct.,Hazmiyé
2,330.0,Muscari pinardi,L.,Mi.,Jamhour
3,330.0,Muscari pinardi,L.,Mi.,Damour à Deir-el-Q
4,330.0,Muscari pinardi,L.,Mi.,amar
5,330.0,Muscari pinardi,L.,Mi.,Maghdouché
6,330.0,Muscari pinardi,L.,Mi.,Bkerké
7,330.0,Muscari pinardi,L.,Mi.,Bzoummar
8,330.0,Muscari pinardi,L.,Mm.,Forêt d'Ehden
9,330.0,Muscari pinardi,L.,Mm.,. //«rm:-Rachaya
10,330.0,Muscari pinardi,S.,NLatt.,Vers 'Aïn Haramiyé
11,330.0,Muscari pinardi,S.,NLatt.,Wall
12,330.0,Muscari pinardi,S.,wallii,Kizil Dagh
0,330.0,Muscari comosum,L.,NO ITALICS,"L. Ci. Saïda (Gaill), Aouza'i (Pb), Chiyah, Hazmiyé (Mt), Beyrouth (Bl, Vt, P, Np, Mt), Nahr Ibrahim (Mt), Tripoli (Bl)."
1,330.0,Muscari comosum,L.,NO ITALICS,"Mi. 'Abey (P), 'Antoura (Pb), Bikfaya (Bl), sous Beit Méri (Vt), Rayfoun (Wall), Feitroun (Gb)', Jamhour (Pb)."
2,330.0,Muscari comosum,L.,NO ITALICS,"Mm. Falougha (Pb), Hasroun (Vt), Hadeth, Ehden (Mt), Bcharré (Bl)."
3,330.0,Muscari comosum,L.,NO ITALICS,"Met. Qabbélias, Zahlé (P), Chtaura (Pb)."
4,330.0,Muscari comosum,L.,NO ITALICS,Herm. Rachaya (Berton).
5,330.0,Muscari comosum,S.,NLatt.,Kessab
6,330.0,Muscari comosum,S.,NLatt.,Ouadi Qandil
7,330.0,Muscari comosum,S.,NLatt.,'Aïn Haramiyé
8,330.0,Muscari comosum,S.,K.D.,Kurd Dagh
9,330.0,Muscari comosum,S.,Sy.,Alep
10,330.0,Muscari comosum,S.,Sy.,Eriha
11,330.0,Muscari comosum,S.,H.J.,Karatchok Dagh
12,330.0,Muscari comosum,S.,A.L.,Yabroud
13,330.0,Muscari comosum,S.,J.D.,Soueida
14,330.0,Muscari comosum,S.,J.D.,forêt de Qanaouat
15,330.0,Muscari comosum,S.,J.D.,Chahba
0,331.0,Muscari longipes,L.,Sy.,Alep
1,331.0,Muscari longipes,L.,Sy.,Bab
2,331.0,Muscari longipes,L.,Sy.,Khirbet Farès vers Ma'arrat-el-No'man
3,331.0,Muscari longipes,L.,H.J.,Ras-el-'Aïn
4,331.0,Muscari longipes,L.,H.J.,base du Jabal 'Abd-el-'Aziz
5,331.0,Muscari longipes,L.,H.J.,entre le Lac Khatouniyé et Tell Kaukab
6,331.0,Muscari longipes,L.,H.J.,vers Ghara
7,331.0,Muscari longipes,L.,Dam.,Doummar
8,331.0,Muscari longipes,L.,Dam.,Achrafiyé
9,331.0,Muscari longipes,L.,J.D.,Tell Hadid
10,331.0,Muscari longipes,L.,J.D.,Tell Qpuleib
11,331.0,Muscari longipes,L.,J.D.,Tell Ahmar
12,331.0,Muscari longipes,L.,J.D.,Mezra'a
13,331.0,Muscari longipes,L.,J.D.,Chahba
14,331.0,Muscari longipes,L.,St.,'Aïn-el-Beida* à Jabah
15,331.0,Muscari longipes,L.,St.,P
16,331.0,Muscari longipes,L.,"albicaule),",Palmyre
17,331.0,Muscari longipes,L.,"albicaule),",Jabal-et-Tar
18,331.0,Muscari longipes,L.,"albicaule),",Jab. Dmeir
19,331.0,Muscari longipes,L.,"albicaule),",Meskène
20,331.0,Muscari longipes,L.,"albicaule),",Troumba
21,331.0,Muscari longipes,L.,"albicaule),",Meyyadine-Salihiyé
22,331.0,Muscari longipes,L.,"albicaule),",Deir-ez-Zor-Bessiré
23,331.0,Muscari longipes,L.,"albicaule),",Palmyre à Homs
24,331.0,Muscari longipes,L.,"albicaule),",Har
25,331.0,Muscari longipes,L.,"albicaule),",Zebed à 'Aïn-Maragha
26,331.0,Muscari longipes,L.,"deserticolum),",entre Palmyre et T 4
27,331.0,Muscari longipes,L.,"deserticolum),",Kéchichian
0,332.0,Muscari maritimum,L.,Ctlitt.,Tyr
1,332.0,Muscari maritimum,L.,Ctlitt.,Nahr Ghadir
2,332.0,Muscari maritimum,L.,Ctlitt.,Hare˛ Horik vers Aouza'i
3,332.0,Muscari maritimum,L.,Ctlitt.,Bir Hassen
4,332.0,Muscari maritimum,L.,Ctlitt.,Damour
5,332.0,Muscari maritimum,L.,Ctlitt.,Beyrouth
0,332.0,Muscari racemosum,L.,Mm.,Col de Zahlé
1,332.0,Muscari racemosum,L.,Mm.,Cèdres
2,332.0,Muscari racemosum,L.,Mm.,Hasroun
3,332.0,Muscari racemosum,L.,Mm.,Ehden
4,332.0,Muscari racemosum,L.,Me.,Foum-el-Mizhab
5,332.0,Muscari racemosum,L.,Met.,Entre Ta'naïl et Zahlé
6,332.0,Muscari racemosum,L.,Met.,Zahlé
7,332.0,Muscari racemosum,L.,Sy.,Baalbeck
8,332.0,Muscari racemosum,L.,Herm.,Hermon
9,332.0,Muscari racemosum,S.,Mm.,Slenfé
10,332.0,Muscari racemosum,S.,Sy.,Alep
11,332.0,Muscari racemosum,S.,A.L.,Souq Ouadi Barada
12,332.0,Muscari racemosum,S.,St.,Mes- kène
13,332.0,Muscari racemosum,S.,St.,Salihiyé
14,332.0,Muscari racemosum,S.,St.,Khanasser
15,332.0,Muscari racemosum,S.,St.,Nebk à Mahin
16,332.0,Muscari racemosum,S.,St.,Ghandour à Es-Saït
17,332.0,Muscari racemosum,S.,St.,Palmyre
18,332.0,Muscari racemosum,S.,St.,45 km. E. d'Alep
19,332.0,Muscari racemosum,S.,St.,Tell Abou Maqbara
20,332.0,Muscari racemosum,S.,St.,Jabal Dibsi
21,332.0,Muscari racemosum,S.,St.,Forkhlos à T 4
22,332.0,Muscari racemosum,S.,St.,Palmyre à Abou Kémal
23,332.0,Muscari racemosum,S.,St.,Abou Dali à 'Afir
24,332.0,Muscari racemosum,S.,St.,15 km. W. de 'Aïn-el-Beida
0,333.0,Muscari neglectum,L.,Ct.,Entre Beyrouth et Saïda
1,333.0,Muscari neglectum,L.,"botryoides),",Nahr-el-Kelb
2,333.0,Muscari neglectum,L.,"botryoides),",Hadeth
3,333.0,Muscari neglectum,L.,Mi.,Bhamdoun
4,333.0,Muscari neglectum,L.,Mm.,Cèdres de Ma'asser
5,333.0,Muscari neglectum,L.,Mm.,Khan Sannine
6,333.0,Muscari neglectum,L.,Met.,Ta'naïl
7,333.0,Muscari neglectum,L.,Met.,Rayak
8,333.0,Muscari neglectum,L.,Herm.,Hasbaya
9,333.0,Muscari neglectum,S.,Mm.,Col de Nebi Younès
10,333.0,Muscari neglectum,S.,Dam.,Damas
11,333.0,Muscari neglectum,S.,Sy.,Alep
12,333.0,Muscari neglectum,S.,Sy.,Ma- 'arret-en-No'man
13,333.0,Muscari neglectum,S.,Sy.,
14,333.0,Muscari neglectum,S.,A.L.,Ouadi-el-Q.arn
15,333.0,Muscari neglectum,S.,J.D.,Er-Raha
0,333.0,Muscari commutatum,L.,Mm.,'Aïn Zehalta
1,333.0,Muscari commutatum,L.,Mm.,'Aïn Saoua'ir
2,333.0,Muscari commutatum,L.,Mm.,Mejdel Tarchiche
3,333.0,Muscari commutatum,L.,Met.,Rayak
4,333.0,Muscari commutatum,L.,Met.,'Ammiq
5,333.0,Muscari commutatum,L.,Sy.,Baalbeck
6,333.0,Muscari commutatum,L.,Sud.,Entre Jisr-el-Khardali et Nabatiyé
7,333.0,Muscari commutatum,L.,Herm.,Hermon
8,333.0,Muscari commutatum,S.,Mm.,Slenfé
9,333.0,Muscari commutatum,S.,K.D.,Kurd Dagh
10,333.0,Muscari commutatum,S.,Sy.,Alep
11,333.0,Muscari commutatum,S.,Sy.,. Qennesrin
12,333.0,Muscari commutatum,S.,A.L.,Ouadi-el-Qarn
13,333.0,Muscari commutatum,S.,A.L.,Souq Ouadi Barada
14,333.0,Muscari commutatum,S.,St.,Qaryatein
15,333.0,Muscari commutatum,S.,Haur.,Khabab
16,333.0,Muscari commutatum,S.,J.D.,Djebel Druze
0,334.0,Muscari parviflorum,L.,Ct.,Saïda
1,334.0,Muscari parviflorum,L.,Ct.,Tripoli
2,334.0,Muscari parviflorum,L.,Ct.,Beyrouth
3,334.0,Muscari parviflorum,L.,Ct.,Enfé
4,334.0,Muscari parviflorum,L.,Ct.,. Borj Brajné
5,334.0,Muscari parviflorum,L.,Mi.,Qala'at-ech-Chekif
6,334.0,Muscari parviflorum,L.,Mi.,Kahalé
7,334.0,Muscari parviflorum,L.,Mi.,Jamhour
8,334.0,Muscari parviflorum,L.,Mi.,Beit Méri
9,334.0,Muscari parviflorum,L.,Mi.,Ghazir
10,334.0,Muscari parviflorum,S.,Ct.,Lattaquié
0,339.0,Allium sativum,L.,Ctlitt.,Ile Nakhl
1,339.0,Allium sativum,L.,Mm.,Cèdres de Hadçth
0,340.0,Allium ampeloprasum,L.,Ct.,Beyrouth
1,340.0,Allium ampeloprasum,L.,Ct.,Nahr-el-Kelb
2,340.0,Allium ampeloprasum,L.,Mi.,'Abey
3,340.0,Allium ampeloprasum,L.,Mi.,Jamhour
4,340.0,Allium ampeloprasum,L.,Mi.,'Antoura
5,340.0,Allium ampeloprasum,L.,Mi.,Beskinta
6,340.0,Allium ampeloprasum,L.,Mm.,Charbini au-dessus de Qartaba
7,340.0,Allium ampeloprasum,L.,Mm.,Bcharré
8,340.0,Allium ampeloprasum,L.,Mm.,Falougha
9,340.0,Allium ampeloprasum,L.,Mm.,Hammana
10,340.0,Allium ampeloprasum,L.,Mm.,Hasroun à Beqa'a Kafra
11,340.0,Allium ampeloprasum,L.,Ve.,Khan Mourad au-dessus de Mreijatte
12,340.0,Allium ampeloprasum,L.,Met.,Zahlé
13,340.0,Allium ampeloprasum,L.,Met.,Hasbani
14,340.0,Allium ampeloprasum,L.,"Ve,",Bois de 'Ammiq
15,340.0,Allium ampeloprasum,L.,Sy.,Vers Baalbeck
16,340.0,Allium ampeloprasum,S.,Ct.,Lattaquié
17,340.0,Allium ampeloprasum,S.,Dam.,Dimas
18,340.0,Allium ampeloprasum,S.,Dam.,Douma
19,340.0,Allium ampeloprasum,S.,A.L.,Saidnaya
20,340.0,Allium ampeloprasum,S.,A.L.,Jab. Ma'loula
21,340.0,Allium ampeloprasum,S.,Herm.,'Arné
22,340.0,Allium ampeloprasum,S.,Herm.,'Aïn-ech-Cha'ara
23,340.0,Allium ampeloprasum,S.,Herm.,Hermon
24,340.0,Allium ampeloprasum,S.,J.D.,Tell Ahmar
25,340.0,Allium ampeloprasum,S.,NO ITALICS,S. St. Khan Abou Chamate (Gb).
26,340.0,Allium ampeloprasum,S.,NO ITALICS,"S. Tell Qpuleib (Dinsm), Dera'a (Pb) ?"
27,340.0,Allium ampeloprasum,S.,NLatt.,Forêt de Froulok
28,340.0,Allium ampeloprasum,S.,Sy.,Jabal 'Arbain près d'Eriha
29,340.0,Allium ampeloprasum,S.,H.J.,Jab. 'Abd-el-'Aziz
0,341.0,Allium pseudophanerantherum,S.,St.,Qaryatein
1,341.0,Allium pseudophanerantherum,S.,St.,25 avril 1935
2,341.0,Allium pseudophanerantherum,S.,St.,près de cultures
0,341.0,Allium pseudocalyptratum,L.,Mm.,'Aïn Saoua'ir
1,341.0,Allium pseudocalyptratum,L.,Mm.,vers 1800 m. d'altitude
2,341.0,Allium pseudocalyptratum,L.,Mm.,17 juillet 1943. C'est probablement à cette espèce qu'il faut rattacher les récoltes d'EiG et ZOHARY
3,341.0,Allium pseudocalyptratum,L.,"cit.,",faites dans le Haut Liban
4,341.0,Allium pseudocalyptratum,L.,"cit.,",aux Cèdres
5,341.0,Allium pseudocalyptratum,L.,"cit.,",à Ras Barqaouiyé
0,342.0,Allium drusorum,S.,J.D.,Tell Chihane
0,342.0,Allium rotundum,L.,'Mi.,'Abey
1,342.0,Allium rotundum,L.,'Mi.,Qrayé
2,342.0,Allium rotundum,L.,'Mi.,W. de Douma
3,342.0,Allium rotundum,L.,Mm.,Jab. Barouk
4,342.0,Allium rotundum,L.,Mm.,Ehmej
5,342.0,Allium rotundum,L.,Mm.,'Aïn Zehalta
6,342.0,Allium rotundum,L.,Mm.,Jourd Hasroun
7,342.0,Allium rotundum,L.,Mm.,Bcharré
8,342.0,Allium rotundum,L.,Mm.,Sofar
9,342.0,Allium rotundum,L.,Mm.,Sannine
10,342.0,Allium rotundum,L.,Mm.,Jabal Jrid vers Mayrouba
11,342.0,Allium rotundum,L.,Mm.,Cèdres
12,342.0,Allium rotundum,L.,Mm.,Col du Baïdar
13,342.0,Allium rotundum,L.,Mm.,Barouk
14,342.0,Allium rotundum,L.,Ve.,Au-dessus de Zahlé
15,342.0,Allium rotundum,L.,Met.,Rayak
16,342.0,Allium rotundum,L.,Herm.,Rachaya
17,342.0,Allium rotundum,L.,A.L.,Ouadi-el-Harir
18,342.0,Allium rotundum,S.,Mm.,Col de Freiket
19,342.0,Allium rotundum,S.,Sy.,Alep
20,342.0,Allium rotundum,S.,H.J.,Khatouniyé
21,342.0,Allium rotundum,S.,A.L.,Bloudane
22,342.0,Allium rotundum,S.,A.L.,Yabroud
23,342.0,Allium rotundum,S.,A.L.,Jabal Aboul-Haoua
24,342.0,Allium rotundum,S.,A.L.,Jabal Halimé
25,342.0,Allium rotundum,S.,A.L.,Madaya
26,342.0,Allium rotundum,S.,J.D.,Au-dessus de Soueida
27,342.0,Allium rotundum,S.,J.D.,Tell Chihane
28,342.0,Allium rotundum,S.,J.D.,Salkhad-Kafer
0,343.0,Allium damascenum,S.,Dam.,Damas
1,343.0,Allium damascenum,S.,Dam.,34 km. SW. de Damas sur basaltes
0,343.0,Allium vineale,L.,Mm.,Bcharré
1,343.0,Allium vineale,L.,Mm.,Ky
2,343.0,Allium vineale,L.,"capsuliferum),",au-dessus de Khan Sannine
3,343.0,Allium vineale,L.,"capsuliferum),",Np
4,343.0,Allium vineale,L.,"capsuliferum),",Mt
5,343.0,Allium vineale,L.,"capsuliferum),",Pb
6,343.0,Allium vineale,L.,"pactum),",'Anna Bakich
7,343.0,Allium vineale,L.,"pactum),",Neba'a-1-Hadid
8,343.0,Allium vineale,L.,"pactum),",Jabal Zahrour
9,343.0,Allium vineale,L.,"pactum),",Marj-el-'Asfour
10,343.0,Allium vineale,L.,"pactum),",Marj- et-Tawil près Marj-Hin
11,343.0,Allium vineale,L.,Me.,Ouadi Safsaf
12,343.0,Allium vineale,S.,A.L.,Bloudane
13,343.0,Allium vineale,S.,A.L.,'Ayoun Berdi
14,343.0,Allium vineale,S.,Herm.,Pente syrienne de l'Her- mon
0,344.0,Allium phanerantherum,L.,Mi.,'Aley
1,344.0,Allium phanerantherum,L.,Mi.,Qrayé
2,344.0,Allium phanerantherum,L.,Mi.,Broummana
3,344.0,Allium phanerantherum,L.,Mm.,Au-dessus de Tannourine
4,344.0,Allium phanerantherum,L.,Mm.,Jabal Zahrour
5,344.0,Allium phanerantherum,L.,Mm.,Sofar
6,344.0,Allium phanerantherum,S.,Herm.,Au-dessus de 'Arné
0,344.0,Allium affine,L.,Mm.,Jabal Barouk
1,344.0,Allium affine,L.,Mm.,Dahr-el-Baïdar
2,344.0,Allium affine,L.,Mm.,. Base du Jab. Kneissé
3,344.0,Allium affine,L.,Mm.,. Jabal Kneissé
4,344.0,Allium affine,L.,Mm.,Sannine
5,344.0,Allium affine,L.,Mm.,au-dessus de la Forêt d'Ehden
6,344.0,Allium affine,L.,Mm.,Qala'at 'Arrouba
7,344.0,Allium affine,S.,Mm.,Sommet à l'est de Slenfé
0,344.0,Allium macrochaetum,S.,H.J.,Bords du lac Khatouniyé
1,344.0,Allium macrochaetum,S.,H.J.,23 juin 1956
0,345.0,Allium arvense,L.,Mi.,Broummana
1,345.0,Allium arvense,L.,Mi.,Beit Méri
2,345.0,Allium arvense,L.,Mi.,Qrayé
3,345.0,Allium arvense,L.,Mm.,'Aqoura
4,345.0,Allium arvense,L.,Mm.,Jabal Barouk
5,345.0,Allium arvense,L.,Mm.,Sannine
6,345.0,Allium arvense,L.,Met.,Beqa'a
7,345.0,Allium arvense,L.,Met.,Jdita
8,345.0,Allium arvense,L.,Met.,Zahlé
9,345.0,Allium arvense,S.,A.L.,Bloudane
10,345.0,Allium arvense,S.,A.L.,Yabroud
11,345.0,Allium arvense,S.,Dam.,Doummar
12,345.0,Allium arvense,S.,St.,Jab. Dmeir
13,345.0,Allium arvense,S.,St.,Jab. Dibsi
14,345.0,Allium arvense,S.,St.,
0,345.0,Allium makmelianum,L.,Me.,Rijal-el-'Ashera
1,345.0,Allium makmelianum,L.,Me.,. Pentes du Sannine au-dessus du Caracol Metiouhane
2,345.0,Allium makmelianum,L.,A.L.,Au-dessus de Fakiyé
3,345.0,Allium makmelianum,S.,A.L.,Yabroud
